customer_id,total_bookings,total_tickets,total_revenue,first_booking_date,last_booking_date,average_booking_value,average_ticket_price,lifetime_days,lifetime_months,purchase_frequency,historical_clv,monthly_revenue,projected_12_month_clv,customer_value_segment,revenue_rank,clv_rank
CUST04318,5,16,23419.64,2025-02-23,2026-04-11,4683.928,1347.748,412,13.733333333333333,0.3640776699029126,23419.64,1705.3135922330098,20463.76310679612,VIP,27,27
CUST02126,6,16,23149.52,2025-03-11,2026-11-24,3858.2533333333336,1426.4183333333333,623,20.766666666666666,0.28892455858747995,23149.52,1114.7441412520066,13376.929695024079,VIP,28,28
CUST01612,7,15,23034.25,2025-05-07,2026-09-17,3290.6071428571427,1418.5185714285715,498,16.6,0.4216867469879518,23034.25,1387.605421686747,16651.265060240963,VIP,29,29
CUST04620,5,17,22898.73,2025-04-24,2026-10-30,4579.746,1253.882,554,18.466666666666665,0.27075812274368233,22898.73,1240.0034296028882,14880.04115523466,VIP,30,30
CUST03114,8,20,22848.559999999998,2025-01-22,2026-08-04,2856.0699999999997,1047.49875,559,18.633333333333333,0.42933810375670844,22848.559999999998,1226.219677996422,14714.636135957064,VIP,31,31
CUST03572,8,22,22720.95,2025-05-09,2025-10-30,2840.11875,980.77,174,5.8,1.3793103448275863,22720.95,3917.4051724137935,47008.86206896552,VIP,32,32
CUST03813,7,19,22686.68,2024-11-21,2026-05-11,3240.9542857142856,1096.0171428571427,536,17.866666666666667,0.39179104477611937,22686.68,1269.7768656716419,15237.322388059703,VIP,33,33
CUST03689,6,19,22662.719999999998,2025-05-02,2026-08-26,3777.1199999999994,1116.7066666666667,481,16.033333333333335,0.3742203742203742,22662.719999999998,1413.4752598752596,16961.703118503116,VIP,34,34
CUST04752,8,20,22603.57,2025-01-31,2026-07-21,2825.44625,1141.6625,536,17.866666666666667,0.44776119402985076,22603.57,1265.125186567164,15181.50223880597,VIP,35,35
CUST01263,10,24,22564.13,2025-03-26,2026-08-12,2256.413,1011.2470000000001,504,16.8,0.5952380952380952,22564.13,1343.1029761904763,16117.235714285714,VIP,36,36
CUST00083,5,19,22506.95,2025-12-13,2026-09-14,4501.39,1132.85,275,9.166666666666666,0.5454545454545455,22506.95,2455.3036363636365,29463.64363636364,VIP,37,37
CUST04029,7,21,22443.1,2025-02-21,2026-08-08,3206.157142857143,1264.7099999999998,533,17.766666666666666,0.39399624765478425,22443.1,1263.2138836772983,15158.56660412758,VIP,38,38
CUST02013,8,17,22398.079999999998,2024-12-24,2026-07-15,2799.7599999999998,1046.54,568,18.933333333333334,0.4225352112676056,22398.079999999998,1182.9971830985914,14195.966197183097,VIP,39,39
CUST02997,6,18,22064.59,2025-12-01,2026-09-25,3677.431666666667,1287.8733333333332,298,9.933333333333334,0.6040268456375839,22064.59,2221.2674496644295,26655.209395973154,VIP,40,40
CUST01414,7,16,22016.370000000003,2025-05-07,2026-07-02,3145.1957142857145,1377.447142857143,421,14.033333333333333,0.498812351543943,22016.370000000003,1568.8624703087887,18826.349643705464,VIP,41,41
CUST02633,9,26,21995.79,2024-11-24,2026-02-13,2443.976666666667,934.9788888888888,446,14.866666666666667,0.6053811659192825,21995.79,1479.5374439461884,17754.44932735426,VIP,42,42
CUST01649,5,17,21860.83,2025-03-07,2026-08-31,4372.166,1301.28,542,18.066666666666666,0.2767527675276753,21860.83,1210.0090405904061,14520.108487084874,VIP,43,43
CUST04514,7,18,21752.69,2024-12-26,2026-09-27,3107.5271428571427,1146.1742857142858,640,21.333333333333332,0.328125,21752.69,1019.65734375,12235.888125,VIP,44,44
CUST03873,8,18,21690.989999999998,2025-04-15,2026-10-27,2711.3737499999997,1072.1475,560,18.666666666666668,0.42857142857142855,21690.989999999998,1162.0173214285712,13944.207857142854,VIP,45,45
CUST01883,7,20,21683.16,2025-03-22,2026-09-29,3097.594285714286,1086.9457142857143,556,18.533333333333335,0.3776978417266187,21683.16,1169.9546762589928,14039.456115107914,VIP,46,46
CUST02226,6,17,21534.2,2024-11-26,2026-07-03,3589.0333333333333,1228.5866666666668,584,19.466666666666665,0.3082191780821918,21534.2,1106.2089041095892,13274.50684931507,VIP,47,47
CUST04334,7,17,21506.04,2025-01-15,2026-08-16,3072.2914285714287,1233.3042857142857,578,19.266666666666666,0.3633217993079585,21506.04,1116.2304498269898,13394.765397923878,VIP,48,48
CUST01661,6,17,21413.27,2025-12-26,2026-12-10,3568.8783333333336,1384.655,349,11.633333333333333,0.5157593123209169,21413.27,1840.6822349570202,22088.186819484243,VIP,49,49
CUST00309,9,23,21261.010000000002,2025-01-29,2026-10-03,2362.3344444444447,1023.0388888888889,612,20.4,0.44117647058823534,21261.010000000002,1042.2063725490198,12506.476470588237,VIP,50,50
CUST00265,5,14,21223.11,2025-04-03,2026-08-01,4244.622,1285.992,485,16.166666666666668,0.3092783505154639,21223.11,1312.7696907216493,15753.236288659791,VIP,51,51
CUST01860,4,14,21180.38,2025-03-24,2026-09-20,5295.095,1440.0674999999999,545,18.166666666666668,0.2201834862385321,21180.38,1165.8924770642202,13990.709724770642,VIP,52,52
CUST00053,8,21,21162.95,2025-02-20,2026-03-22,2645.36875,1090.97375,395,13.166666666666666,0.6075949367088608,21162.95,1607.3126582278483,19287.75189873418,VIP,53,53
CUST02572,7,19,21080.34,2024-11-29,2026-07-30,3011.477142857143,1120.2271428571428,608,20.266666666666666,0.34539473684210525,21080.34,1040.148355263158,12481.780263157896,VIP,54,54
CUST00347,10,22,20929.36,2024-12-19,2026-11-19,2092.936,983.9309999999999,700,23.333333333333332,0.4285714285714286,20929.36,896.9725714285715,10763.670857142859,VIP,55,55
CUST00940,8,18,20879.28,2025-02-16,2026-09-26,2609.91,1186.02875,587,19.566666666666666,0.4088586030664395,20879.28,1067.084156729131,12805.009880749574,VIP,56,56
CUST01599,7,15,20756.97,2024-11-20,2026-08-27,2965.281428571429,1122.8114285714287,645,21.5,0.32558139534883723,20756.97,965.4404651162791,11585.28558139535,VIP,57,57
CUST01825,6,11,20679.11,2025-01-21,2026-03-25,3446.5183333333334,1735.3216666666667,428,14.266666666666667,0.4205607476635514,20679.11,1449.4703271028036,17393.643925233642,VIP,58,58
CUST02560,8,18,20605.33,2025-04-29,2026-07-12,2575.66625,1099.165,439,14.633333333333333,0.5466970387243736,20605.33,1408.1091116173122,16897.309339407748,VIP,59,59
CUST03079,8,17,20558.58,2025-02-02,2026-11-11,2569.8225,1174.4275,647,21.566666666666666,0.37094281298299847,20558.58,953.2571870170017,11439.08624420402,VIP,60,60
CUST04971,7,17,20544.34,2025-02-20,2026-10-18,2934.905714285714,1207.1671428571428,605,20.166666666666668,0.3471074380165289,20544.34,1018.7276033057851,12224.731239669421,VIP,61,61
CUST03976,11,20,20417.7,2025-01-23,2026-11-16,1856.1545454545455,919.3072727272728,662,22.066666666666666,0.4984894259818731,20417.7,925.273413897281,11103.280966767372,VIP,62,62
CUST03714,7,16,20397.73,2025-02-12,2026-08-26,2913.9614285714283,1202.6985714285713,560,18.666666666666668,0.375,20397.73,1092.7355357142856,13112.826428571427,VIP,63,63
CUST03025,4,16,20252.47,2025-01-02,2025-09-17,5063.1175,1136.495,258,8.6,0.46511627906976744,20252.47,2354.9383720930236,28259.260465116284,VIP,64,64
CUST00682,7,18,20220.76,2025-03-28,2026-08-10,2888.68,1263.544285714286,500,16.666666666666668,0.42,20220.76,1213.2455999999997,14558.947199999997,VIP,65,65
CUST01106,4,15,20126.43,2025-06-18,2026-08-08,5031.6075,1265.8474999999999,416,13.866666666666667,0.28846153846153844,20126.43,1451.4252403846153,17417.102884615386,VIP,66,66
CUST02461,5,15,20095.71,2025-04-19,2026-09-19,4019.142,1180.3,518,17.266666666666666,0.2895752895752896,20095.71,1163.8442084942085,13966.130501930502,VIP,67,67
CUST04959,4,16,19947.48,2025-02-19,2026-10-21,4986.87,1135.5725,609,20.3,0.19704433497536944,19947.48,982.6344827586206,11791.613793103446,VIP,68,68
CUST01832,8,19,19903.9,2025-08-23,2026-09-29,2487.9875,1068.41875,402,13.4,0.5970149253731343,19903.9,1485.365671641791,17824.388059701494,VIP,69,69
CUST00436,7,20,19893.92,2025-06-10,2026-09-19,2841.988571428571,1145.2442857142858,466,15.533333333333333,0.45064377682403434,19893.92,1280.7244635193133,15368.69356223176,VIP,70,70
CUST00337,8,22,19874.510000000002,2025-01-17,2026-05-22,2484.3137500000003,907.7637500000001,490,16.333333333333332,0.489795918367347,19874.510000000002,1216.8067346938778,14601.680816326534,VIP,71,71
CUST02221,7,15,19863.24,2025-01-27,2026-04-04,2837.6057142857144,1271.7885714285715,432,14.4,0.4861111111111111,19863.24,1379.3916666666667,16552.7,VIP,72,72
CUST01772,5,13,19828.07,2025-07-17,2026-03-21,3965.614,1400.9740000000002,247,8.233333333333333,0.6072874493927126,19828.07,2408.2676113360326,28899.211336032393,VIP,73,73
CUST00732,6,14,19806.21,2025-06-26,2026-07-22,3301.035,1231.0833333333333,391,13.033333333333333,0.46035805626598464,19806.21,1519.6580562659847,18235.896675191816,VIP,74,74
CUST00571,8,22,19771.32,2025-01-11,2026-11-13,2471.415,978.50625,671,22.366666666666667,0.35767511177347244,19771.32,883.9636363636363,10607.563636363635,VIP,75,75
CUST02029,10,18,19722.85,2024-11-24,2026-10-06,1972.2849999999999,981.0619999999999,681,22.7,0.4405286343612335,19722.85,868.8480176211453,10426.176211453745,VIP,76,76
CUST03884,7,15,19687.32,2024-12-17,2026-10-26,2812.4742857142855,1415.5785714285714,678,22.6,0.30973451327433627,19687.32,871.1203539823008,10453.44424778761,VIP,77,77
CUST03081,6,17,19636.66,2025-02-21,2026-02-12,3272.7766666666666,1150.5249999999999,356,11.866666666666667,0.5056179775280899,19636.66,1654.7747191011235,19857.29662921348,VIP,78,78
CUST02390,9,20,19606.45,2025-06-20,2026-10-20,2178.4944444444445,1020.3477777777779,487,16.233333333333334,0.5544147843942505,19606.45,1207.7895277207392,14493.474332648871,VIP,79,79
CUST00808,5,14,19604.52,2025-06-24,2026-11-21,3920.904,1349.292,515,17.166666666666668,0.2912621359223301,19604.52,1142.0108737864077,13704.130485436894,VIP,80,80
CUST01988,7,18,19579.260000000002,2024-12-07,2026-10-21,2797.037142857143,1036.3071428571427,683,22.766666666666666,0.3074670571010249,19579.260000000002,859.9967789165448,10319.961346998538,VIP,81,81
CUST01918,8,18,19564.15,2024-11-11,2026-09-11,2445.51875,1040.57,669,22.3,0.35874439461883406,19564.15,877.3161434977579,10527.793721973096,VIP,82,82
CUST02890,6,16,19476.329999999998,2025-02-01,2025-11-16,3246.055,1302.9616666666666,288,9.6,0.625,19476.329999999998,2028.784375,24345.4125,VIP,83,83
CUST01518,6,22,19462.54,2024-12-24,2026-09-23,3243.7566666666667,830.65,638,21.266666666666666,0.2821316614420063,19462.54,915.1664576802509,10981.997492163011,VIP,84,84
CUST01773,7,20,19431.690000000002,2025-02-22,2026-09-16,2775.9557142857147,961.2014285714286,571,19.033333333333335,0.3677758318739054,19431.690000000002,1020.9294220665499,12251.1530647986,VIP,85,85
CUST02953,6,18,19408.36,2024-11-26,2026-07-09,3234.726666666667,1102.1483333333333,590,19.666666666666668,0.30508474576271183,19408.36,986.8657627118644,11842.389152542371,VIP,86,86
CUST02694,8,20,19401.98,2025-05-24,2026-08-29,2425.2475,990.37125,462,15.4,0.5194805194805194,19401.98,1259.868831168831,15118.425974025973,VIP,87,87
CUST01609,9,21,19345.93,2025-03-08,2026-11-26,2149.547777777778,1022.2199999999999,628,20.933333333333334,0.4299363057324841,19345.93,924.1686305732484,11090.023566878981,VIP,88,88
CUST02801,9,18,19321.13,2024-12-30,2026-12-01,2146.7922222222223,965.1544444444444,701,23.366666666666667,0.3851640513552068,19321.13,826.8671897289587,9922.406276747504,VIP,89,89
CUST02258,9,19,19305.510000000002,2024-12-24,2026-10-30,2145.056666666667,1070.0788888888887,675,22.5,0.4,19305.510000000002,858.0226666666667,10296.272,VIP,90,90
CUST02966,4,12,19275.46,2026-01-14,2026-11-04,4818.865,1605.4425,294,9.8,0.4081632653061224,19275.46,1966.8836734693875,23602.60408163265,VIP,91,91
CUST00325,7,16,19257.43,2025-04-03,2026-11-28,2751.0614285714287,1207.1742857142856,604,20.133333333333333,0.347682119205298,19257.43,956.4948675496689,11477.938410596027,VIP,92,92
CUST01335,8,17,19231.86,2025-05-10,2026-11-17,2403.9825,1193.4,556,18.533333333333335,0.4316546762589928,19231.86,1037.6902877697842,12452.28345323741,VIP,93,93
CUST02455,9,19,19191.23,2024-12-01,2026-09-26,2132.358888888889,1051.66,664,22.133333333333333,0.4066265060240964,19191.23,867.0736445783133,10404.88373493976,VIP,94,94
CUST01303,4,16,19141.91,2025-09-06,2026-09-29,4785.4775,1158.8725,388,12.933333333333334,0.30927835051546393,19141.91,1480.0445876288659,17760.53505154639,VIP,95,95
CUST00706,6,18,19129.32,2024-11-29,2026-06-29,3188.22,1025.97,577,19.233333333333334,0.3119584055459272,19129.32,994.592027729636,11935.104332755633,VIP,96,96
CUST03724,5,15,19126.23,2025-06-13,2026-08-08,3825.246,1086.116,421,14.033333333333333,0.35629453681710216,19126.23,1362.9142517814726,16354.97102137767,VIP,97,97
CUST02479,6,16,19090.71,2025-06-03,2026-10-12,3181.785,1235.7616666666665,496,16.533333333333335,0.36290322580645157,19090.71,1154.6800403225805,13856.160483870965,VIP,98,98
CUST04571,9,18,19076.1,2025-01-23,2026-08-08,2119.5666666666666,914.4477777777779,562,18.733333333333334,0.48042704626334515,19076.1,1018.2971530249109,12219.56583629893,VIP,99,99
CUST03929,5,16,19003.85,2025-04-10,2026-08-21,3800.7699999999995,1242.0040000000001,498,16.6,0.3012048192771084,19003.85,1144.8102409638552,13737.722891566264,VIP,100,100
CUST00823,4,13,18995.8,2025-01-20,2026-04-29,4748.95,1379.5,464,15.466666666666667,0.25862068965517243,18995.8,1228.176724137931,14738.12068965517,VIP,101,101
CUST01931,9,20,18979.989999999998,2024-12-18,2026-12-02,2108.8877777777775,943.99,714,23.8,0.37815126050420167,18979.989999999998,797.4785714285713,9569.742857142855,VIP,102,102
CUST03364,7,15,18947.45,2025-04-08,2026-09-28,2706.7785714285715,1277.25,538,17.933333333333334,0.3903345724907063,18947.45,1056.5492565055763,12678.591078066915,VIP,103,103
CUST04809,5,13,18933.11,2025-02-02,2026-08-14,3786.6220000000003,1419.084,558,18.6,0.26881720430107525,18933.11,1017.9091397849462,12214.909677419355,VIP,104,104
CUST01126,8,20,18926.08,2025-08-07,2026-10-25,2365.76,1116.68625,444,14.8,0.5405405405405405,18926.08,1278.7891891891893,15345.47027027027,VIP,105,105
CUST00180,6,17,18924.510000000002,2024-11-24,2026-01-13,3154.0850000000005,1032.4433333333334,415,13.833333333333334,0.43373493975903615,18924.510000000002,1368.0368674698796,16416.442409638556,VIP,106,106
CUST00119,6,14,18834.23,2025-04-18,2026-10-18,3139.0383333333334,1403.61,548,18.266666666666666,0.3284671532846716,18834.23,1031.07098540146,12372.851824817519,VIP,107,107
CUST04088,6,13,18827.34,2024-12-01,2026-08-12,3137.89,1298.6016666666667,619,20.633333333333333,0.29079159935379645,18827.34,912.4720516962843,10949.664620355412,VIP,108,108
CUST00701,8,14,18818.48,2025-03-06,2026-10-22,2352.31,1458.67,595,19.833333333333332,0.40336134453781514,18818.48,948.8309243697479,11385.971092436976,VIP,109,109
CUST04258,7,17,18802.44,2025-02-21,2026-11-18,2686.062857142857,1043.5085714285713,635,21.166666666666668,0.3307086614173228,18802.44,888.3042519685039,10659.651023622046,VIP,110,110
CUST03973,6,15,18796.51,2024-12-30,2026-08-24,3132.7516666666666,1225.41,602,20.066666666666666,0.29900332225913623,18796.51,936.7031561461794,11240.437873754152,VIP,111,111
CUST03618,6,16,18782.989999999998,2025-05-31,2026-07-27,3130.498333333333,1147.3633333333335,422,14.066666666666666,0.4265402843601896,18782.989999999998,1335.2836492890995,16023.403791469194,VIP,112,112
CUST01835,5,15,18750.17,2024-12-21,2026-10-02,3750.0339999999997,1114.206,650,21.666666666666668,0.23076923076923075,18750.17,865.3924615384614,10384.709538461537,VIP,113,113
CUST04302,8,18,18733.5,2024-12-14,2026-08-25,2341.6875,965.4325,619,20.633333333333333,0.3877221324717286,18733.5,907.9240710823909,10895.08885298869,VIP,114,114
CUST00775,5,15,18732.23,2024-12-15,2026-05-13,3746.446,1121.77,514,17.133333333333333,0.2918287937743191,18732.23,1093.3208171206227,13119.849805447473,VIP,115,115
CUST03015,6,15,18719.25,2024-12-18,2026-05-15,3119.875,1206.5516666666665,513,17.1,0.3508771929824561,18719.25,1094.6929824561403,13136.315789473683,VIP,116,116
CUST03775,4,14,18710.39,2024-11-23,2026-09-11,4677.5975,1404.0575,657,21.9,0.18264840182648404,18710.39,854.3557077625571,10252.268493150685,VIP,117,117
CUST04120,8,18,18683.05,2024-12-26,2026-08-02,2335.38125,1150.44125,584,19.466666666666665,0.4109589041095891,18683.05,959.7457191780823,11516.948630136987,VIP,118,118
CUST03566,4,15,18669.309999999998,2025-05-26,2026-02-17,4667.327499999999,1165.3875,267,8.9,0.449438202247191,18669.309999999998,2097.6752808988763,25172.103370786514,VIP,119,119
CUST00154,6,14,18664.28,2025-03-04,2026-11-02,3110.713333333333,1435.1966666666667,608,20.266666666666666,0.2960526315789474,18664.28,920.9348684210527,11051.218421052632,VIP,120,120
CUST03690,5,15,18623.47,2025-05-04,2026-04-06,3724.6940000000004,1384.584,337,11.233333333333333,0.4451038575667656,18623.47,1657.8756676557866,19894.50801186944,VIP,121,121
CUST03508,5,15,18598.44,2025-09-10,2026-08-12,3719.6879999999996,1423.654,336,11.2,0.44642857142857145,18598.44,1660.575,19926.9,VIP,122,122
CUST04781,6,12,18594.09,2025-05-05,2026-10-02,3099.015,1543.3583333333333,515,17.166666666666668,0.3495145631067961,18594.09,1083.1508737864076,12997.81048543689,VIP,123,123
CUST02983,5,14,18583.15,2025-02-10,2026-10-10,3716.63,1339.398,607,20.233333333333334,0.2471169686985173,18583.15,918.4423393739704,11021.308072487645,VIP,124,124
CUST02473,9,18,18583.08,2024-12-24,2026-08-25,2064.786666666667,1113.5277777777778,609,20.3,0.44334975369458124,18583.08,915.4226600985222,10985.071921182267,VIP,125,125
CUST01118,5,16,18581.86,2024-12-23,2026-10-11,3716.3720000000003,1239.4560000000001,657,21.9,0.22831050228310504,18581.86,848.4867579908677,10181.841095890411,VIP,126,126
CUST04500,4,13,18472.01,2025-04-17,2026-09-18,4618.0025,1398.745,519,17.3,0.23121387283236994,18472.01,1067.7462427745663,12812.954913294796,VIP,127,127
CUST02507,7,13,18449.719999999998,2024-12-13,2026-10-28,2635.6742857142854,1387.4842857142855,684,22.8,0.30701754385964913,18449.719999999998,809.1982456140349,9710.37894736842,VIP,128,128
CUST01392,5,14,18415.63,2025-01-19,2026-09-11,3683.126,1255.76,600,20.0,0.25,18415.63,920.7815,11049.378,VIP,129,129
CUST00727,8,18,18404.7,2025-03-17,2026-06-13,2300.5875,1115.4875,453,15.1,0.5298013245033113,18404.7,1218.8543046357618,14626.251655629141,VIP,130,130
CUST01490,6,15,18363.59,2025-01-12,2026-03-17,3060.5983333333334,1250.4316666666666,429,14.3,0.4195804195804196,18363.59,1284.1671328671328,15410.005594405593,VIP,131,131
CUST00814,8,17,18339.64,2025-03-14,2026-03-26,2292.455,1055.73875,377,12.566666666666666,0.636604774535809,18339.64,1459.3877984084882,17512.653580901857,VIP,132,132
CUST02114,4,13,18290.41,2025-05-24,2026-07-03,4572.6025,1350.555,405,13.5,0.2962962962962963,18290.41,1354.845185185185,16258.14222222222,VIP,133,133
CUST03004,5,14,18268.4,2025-07-01,2026-09-03,3653.6800000000003,1318.174,429,14.3,0.34965034965034963,18268.4,1277.5104895104896,15330.125874125875,VIP,134,134
CUST01693,7,19,18257.739999999998,2025-05-14,2026-07-26,2608.2485714285713,1075.8714285714286,438,14.6,0.4794520547945206,18257.739999999998,1250.5301369863012,15006.361643835615,VIP,135,135
CUST02012,5,16,18249.16,2025-01-15,2026-09-24,3649.832,1088.414,617,20.566666666666666,0.24311183144246354,18249.16,887.3173419773095,10647.808103727715,VIP,136,136
CUST02262,7,18,18239.03,2024-11-16,2026-07-08,2605.575714285714,1130.7485714285715,599,19.966666666666665,0.3505843071786311,18239.03,913.4739565943239,10961.687479131888,VIP,137,137
CUST03926,7,21,18201.42,2025-01-26,2026-09-28,2600.202857142857,965.5528571428571,610,20.333333333333332,0.3442622950819672,18201.42,895.1518032786885,10741.821639344262,VIP,138,138
CUST00613,4,13,18195.71,2025-02-04,2026-09-28,4548.9275,1327.7725,601,20.033333333333335,0.19966722129783693,18195.71,908.271713810316,10899.260565723791,VIP,139,139
CUST02103,7,15,18182.940000000002,2025-06-01,2026-08-09,2597.5628571428574,1060.3857142857144,434,14.466666666666667,0.4838709677419355,18182.940000000002,1256.8852534562213,15082.623041474657,VIP,140,140
CUST03859,8,15,18178.329999999998,2025-03-17,2026-07-15,2272.2912499999998,1273.98375,485,16.166666666666668,0.49484536082474223,18178.329999999998,1124.4327835051545,13493.193402061854,VIP,141,141
CUST00676,4,11,18107.2,2025-05-22,2026-08-14,4526.8,1572.1075,449,14.966666666666667,0.26726057906458794,18107.2,1209.835189309577,14518.022271714923,VIP,142,142
CUST03043,6,12,18091.28,2025-05-22,2026-08-21,3015.213333333333,1399.8666666666668,456,15.2,0.39473684210526316,18091.28,1190.2157894736843,14282.589473684211,VIP,143,143
CUST02261,6,17,18087.2,2025-01-26,2026-03-03,3014.5333333333333,1093.2633333333333,401,13.366666666666667,0.44887780548628425,18087.2,1353.1571072319202,16237.885286783043,VIP,144,144
CUST03723,6,15,18080.399999999998,2024-12-13,2025-09-24,3013.3999999999996,1023.0433333333334,285,9.5,0.631578947368421,18080.399999999998,1903.1999999999998,22838.399999999998,VIP,145,145
CUST03348,7,15,18057.64,2025-03-20,2026-07-10,2579.662857142857,1131.4257142857143,477,15.9,0.44025157232704404,18057.64,1135.7006289308176,13628.407547169812,VIP,146,146
CUST02330,4,13,18028.45,2025-04-06,2026-12-02,4507.1125,1339.3875,605,20.166666666666668,0.1983471074380165,18028.45,893.9727272727273,10727.672727272728,VIP,147,147
CUST04990,5,14,18005.65,2024-12-29,2026-02-11,3601.13,1217.7279999999998,409,13.633333333333333,0.36674816625916873,18005.65,1320.7078239608804,15848.493887530565,VIP,148,148
CUST00528,6,19,18003.45,2024-12-11,2026-09-29,3000.5750000000003,897.8116666666666,657,21.9,0.27397260273972607,18003.45,822.0753424657535,9864.904109589042,VIP,149,149
CUST01924,7,18,17977.010000000002,2024-12-02,2026-10-07,2568.144285714286,897.9914285714286,674,22.466666666666665,0.31157270029673595,17977.010000000002,800.1636498516322,9601.963798219585,VIP,150,150
