customer_id,total_bookings,cancelled_bookings,confirmed_bookings,total_booking_value,cancelled_value,cancellation_rate,frequent_canceller
CUST03035,3,2,1,3997.33,2692.01,66.66666666666666,True
CUST03102,3,2,1,3085.47,2249.74,66.66666666666666,True
CUST03543,3,2,1,10870.81,4898.74,66.66666666666666,True
CUST03544,3,2,1,9242.509999999998,5565.5599999999995,66.66666666666666,True
CUST03551,3,2,1,5858.889999999999,4333.55,66.66666666666666,True
CUST03658,3,2,1,4432.13,3529.5699999999997,66.66666666666666,True
CUST03768,3,2,1,6180.8,4923.78,66.66666666666666,True
CUST03801,3,2,1,7695.46,7083.41,66.66666666666666,True
CUST04123,3,2,0,5415.68,4384.55,66.66666666666666,True
CUST04218,3,2,1,8143.84,2678.68,66.66666666666666,True
CUST04292,3,2,1,4040.1600000000003,1987.88,66.66666666666666,True
CUST04385,3,2,1,6669.5199999999995,2237.04,66.66666666666666,True
CUST04427,3,2,1,4651.3099999999995,2670.29,66.66666666666666,True
CUST04542,3,2,1,7723.08,5397.65,66.66666666666666,True
CUST04755,3,2,0,8413.73,4111.17,66.66666666666666,True
CUST04820,3,2,1,9435.89,3368.2699999999995,66.66666666666666,True
CUST00125,5,3,2,10478.76,9458.49,60.0,True
CUST00482,5,3,1,8977.92,5747.86,60.0,True
CUST00589,5,3,2,17618.93,11487.869999999999,60.0,True
CUST00744,5,3,2,8827.66,5341.76,60.0,True
CUST00925,5,3,2,12821.630000000001,10926.37,60.0,True
CUST01628,5,3,2,8570.14,6141.58,60.0,True
CUST01692,5,3,2,6769.92,3111.34,60.0,True
CUST02163,5,3,2,12256.949999999999,2503.87,60.0,True
CUST03368,5,3,2,5976.22,2916.15,60.0,True
CUST04209,5,3,2,6875.99,4171.0199999999995,60.0,True
CUST04417,5,3,2,3832.34,2525.2,60.0,True
CUST04419,5,3,2,14589.62,11463.16,60.0,True
CUST04477,5,3,2,6699.860000000001,4431.34,60.0,True
CUST04717,5,3,2,11571.32,6685.14,60.0,True
CUST01624,7,4,3,13162.25,8170.98,57.14285714285714,True
CUST02715,7,4,3,11451.88,5496.799999999999,57.14285714285714,True
CUST00227,8,4,3,17307.33,10246.25,50.0,True
CUST00425,8,4,4,18092.879999999997,11104.31,50.0,True
CUST00911,8,4,3,18629.13,6302.0599999999995,50.0,True
CUST02301,8,4,4,16650.57,4636.0,50.0,True
CUST03582,8,4,4,13722.630000000001,8134.31,50.0,True
CUST00088,6,3,3,20207.2,2947.59,50.0,True
CUST00811,6,3,3,13892.439999999999,10765.18,50.0,True
CUST01859,6,3,3,6099.32,3810.62,50.0,True
CUST02165,6,3,3,12086.01,7752.97,50.0,True
CUST02796,6,3,3,15583.74,7758.18,50.0,True
CUST03338,6,3,3,17429.07,8327.42,50.0,True
CUST03532,6,3,3,6907.34,2295.84,50.0,True
CUST04013,6,3,3,11858.55,4253.85,50.0,True
CUST04323,6,3,3,13992.86,4176.5,50.0,True
CUST04432,6,3,3,11747.86,4996.54,50.0,True
CUST04474,6,3,3,13158.49,6267.73,50.0,True
CUST00016,4,2,2,8929.32,5761.07,50.0,True
CUST00033,4,2,2,6716.89,2289.8599999999997,50.0,True
CUST00082,4,2,2,14259.65,1956.85,50.0,True
CUST00089,4,2,2,10423.18,3640.5699999999997,50.0,True
CUST00116,4,2,2,7268.03,2422.0299999999997,50.0,True
CUST00248,4,2,2,10843.19,2429.8700000000003,50.0,True
CUST00291,4,2,1,4330.87,2578.34,50.0,True
CUST00301,4,2,2,7288.3,2051.16,50.0,True
CUST00324,4,2,2,5998.0599999999995,3400.74,50.0,True
CUST00346,4,2,2,3075.63,1217.61,50.0,True
CUST00565,4,2,2,5310.780000000001,2919.4,50.0,True
CUST00602,4,2,1,5945.21,4549.3,50.0,True
CUST00665,4,2,2,9070.43,4667.49,50.0,True
CUST00692,4,2,2,8860.35,2840.1000000000004,50.0,True
CUST00802,4,2,2,12469.199999999999,3464.44,50.0,True
CUST00826,4,2,1,7940.31,3600.98,50.0,True
CUST00870,4,2,2,7456.53,1482.51,50.0,True
CUST00901,4,2,2,5618.95,3165.7,50.0,True
CUST00905,4,2,2,13897.630000000001,6080.41,50.0,True
CUST00936,4,2,2,18552.45,11226.3,50.0,True
CUST00948,4,2,2,8913.85,3376.11,50.0,True
CUST00954,4,2,2,6409.8,2929.46,50.0,True
CUST00993,4,2,2,8933.06,1725.73,50.0,True
CUST01005,4,2,2,9369.97,4552.719999999999,50.0,True
CUST01147,4,2,2,15041.140000000001,6838.83,50.0,True
CUST01149,4,2,2,11265.279999999999,8237.98,50.0,True
CUST01171,4,2,2,13186.16,7255.21,50.0,True
CUST01189,4,2,2,8388.0,5062.24,50.0,True
CUST01224,4,2,2,13786.68,8317.279999999999,50.0,True
CUST01241,4,2,1,12569.57,5554.66,50.0,True
CUST01385,4,2,2,7588.48,5001.85,50.0,True
CUST01454,4,2,2,4452.95,3268.3599999999997,50.0,True
CUST01487,4,2,2,13755.0,5344.74,50.0,True
CUST01504,4,2,1,18792.489999999998,9385.03,50.0,True
CUST01536,4,2,2,14706.5,7088.68,50.0,True
CUST01760,4,2,2,6342.01,2141.65,50.0,True
CUST01795,4,2,2,8910.72,2495.75,50.0,True
CUST01802,4,2,2,16347.91,8180.46,50.0,True
CUST01888,4,2,2,15327.12,6490.84,50.0,True
CUST02054,4,2,2,7601.88,2724.21,50.0,True
CUST02098,4,2,2,7945.86,3326.62,50.0,True
CUST02113,4,2,2,7693.7,3404.6000000000004,50.0,True
CUST02237,4,2,2,4985.8099999999995,2145.66,50.0,True
CUST02250,4,2,2,11336.95,3160.4700000000003,50.0,True
CUST02287,4,2,2,4281.700000000001,3124.78,50.0,True
CUST02392,4,2,2,6095.3099999999995,2665.55,50.0,True
CUST02458,4,2,2,9017.71,5502.799999999999,50.0,True
CUST02468,4,2,2,4432.67,2528.98,50.0,True
CUST02516,4,2,2,6081.19,3603.5699999999997,50.0,True
CUST02558,4,2,2,13202.740000000002,9440.400000000001,50.0,True
CUST02602,4,2,2,8339.9,3838.84,50.0,True
CUST02690,4,2,2,7152.460000000001,1705.02,50.0,True
CUST02850,4,2,2,3566.06,1649.15,50.0,True
CUST02895,4,2,2,7056.2,4406.36,50.0,True
CUST02971,4,2,2,5632.63,4255.43,50.0,True
CUST03097,4,2,2,9441.56,4590.23,50.0,True
CUST03165,4,2,2,5175.72,2417.86,50.0,True
CUST03177,4,2,2,13025.98,7179.5599999999995,50.0,True
CUST03278,4,2,2,9230.939999999999,5597.26,50.0,True
CUST03404,4,2,1,8273.86,2676.26,50.0,True
CUST03491,4,2,1,9433.4,6476.780000000001,50.0,True
CUST03557,4,2,2,8237.07,5187.110000000001,50.0,True
CUST03564,4,2,2,6676.150000000001,2384.06,50.0,True
CUST03591,4,2,2,11698.83,4975.94,50.0,True
CUST03596,4,2,2,6831.4800000000005,4473.39,50.0,True
CUST03921,4,2,2,5302.450000000001,2107.84,50.0,True
CUST04060,4,2,2,11055.32,4030.2200000000003,50.0,True
CUST04090,4,2,2,8328.27,2653.47,50.0,True
CUST04138,4,2,2,8145.08,2548.6,50.0,True
CUST04207,4,2,2,15619.150000000001,4840.47,50.0,True
CUST04263,4,2,2,6335.780000000001,2594.78,50.0,True
CUST04288,4,2,2,5898.950000000001,1784.27,50.0,True
CUST04289,4,2,2,12282.330000000002,5868.400000000001,50.0,True
CUST04298,4,2,2,13338.55,5735.709999999999,50.0,True
CUST04319,4,2,2,6960.110000000001,4441.23,50.0,True
CUST04332,4,2,2,8102.0,3948.73,50.0,True
CUST04422,4,2,2,4620.59,3227.98,50.0,True
CUST04488,4,2,2,5132.92,3078.29,50.0,True
CUST04585,4,2,2,4952.900000000001,3782.42,50.0,True
CUST04586,4,2,2,11872.65,3891.0699999999997,50.0,True
CUST04597,4,2,2,5252.780000000001,3038.08,50.0,True
CUST04651,4,2,2,6213.03,1487.2199999999998,50.0,True
CUST04676,4,2,2,4138.6900000000005,2541.92,50.0,True
CUST04806,4,2,2,5548.92,2729.58,50.0,True
CUST04844,4,2,2,4577.5,3565.0099999999998,50.0,True
CUST04914,4,2,2,11748.0,4928.97,50.0,True
CUST04944,4,2,2,11403.87,4768.29,50.0,True
CUST04973,4,2,0,2996.72,1064.56,50.0,True
CUST00019,2,2,0,3733.2799999999997,3733.2799999999997,100.0,False
CUST00044,2,2,0,2336.8,2336.8,100.0,False
CUST00131,2,2,0,5132.17,5132.17,100.0,False
CUST00195,2,2,0,8867.33,8867.33,100.0,False
CUST00244,2,2,0,7674.6,7674.6,100.0,False
CUST00270,2,2,0,4486.5,4486.5,100.0,False
CUST00338,2,2,0,5159.59,5159.59,100.0,False
CUST00681,2,2,0,6782.200000000001,6782.200000000001,100.0,False
CUST00753,2,2,0,7290.06,7290.06,100.0,False
CUST00864,2,2,0,2602.84,2602.84,100.0,False
CUST00976,2,2,0,1517.3300000000002,1517.3300000000002,100.0,False
CUST01029,2,2,0,3297.4500000000003,3297.4500000000003,100.0,False
CUST01262,2,2,0,3449.07,3449.07,100.0,False
CUST01278,2,2,0,2222.46,2222.46,100.0,False
CUST01966,2,2,0,2038.6,2038.6,100.0,False
CUST02160,2,2,0,4033.2200000000003,4033.2200000000003,100.0,False
CUST02543,2,2,0,6069.8099999999995,6069.8099999999995,100.0,False
CUST02855,2,2,0,4260.57,4260.57,100.0,False
CUST03355,2,2,0,1232.85,1232.85,100.0,False
CUST03516,2,2,0,7419.13,7419.13,100.0,False
CUST03846,2,2,0,2586.7,2586.7,100.0,False
CUST04165,2,2,0,3839.81,3839.81,100.0,False
CUST04541,2,2,0,1637.76,1637.76,100.0,False
CUST04665,2,2,0,5033.5599999999995,5033.5599999999995,100.0,False
CUST00060,1,1,0,2084.7,2084.7,100.0,False
CUST00064,1,1,0,1497.89,1497.89,100.0,False
CUST00164,1,1,0,5888.2,5888.2,100.0,False
CUST00216,1,1,0,4383.04,4383.04,100.0,False
CUST00261,1,1,0,1086.56,1086.56,100.0,False
CUST00332,1,1,0,621.84,621.84,100.0,False
CUST00609,1,1,0,5465.04,5465.04,100.0,False
CUST00745,1,1,0,2008.46,2008.46,100.0,False
CUST00990,1,1,0,620.02,620.02,100.0,False
CUST01092,1,1,0,1476.7,1476.7,100.0,False
CUST01135,1,1,0,1449.27,1449.27,100.0,False
CUST01178,1,1,0,3886.92,3886.92,100.0,False
CUST01257,1,1,0,1780.15,1780.15,100.0,False
CUST01330,1,1,0,3789.16,3789.16,100.0,False
CUST01448,1,1,0,1232.06,1232.06,100.0,False
CUST01517,1,1,0,1508.82,1508.82,100.0,False
CUST01538,1,1,0,767.39,767.39,100.0,False
CUST02009,1,1,0,6310.48,6310.48,100.0,False
CUST02164,1,1,0,1525.6,1525.6,100.0,False
CUST02205,1,1,0,5642.48,5642.48,100.0,False
CUST02354,1,1,0,802.58,802.58,100.0,False
CUST02386,1,1,0,1583.6,1583.6,100.0,False
CUST02553,1,1,0,2546.52,2546.52,100.0,False
CUST02592,1,1,0,1696.32,1696.32,100.0,False
CUST02612,1,1,0,3552.81,3552.81,100.0,False
CUST02687,1,1,0,1010.27,1010.27,100.0,False
CUST02695,1,1,0,2463.28,2463.28,100.0,False
CUST02777,1,1,0,5909.0,5909.0,100.0,False
CUST02800,1,1,0,1476.35,1476.35,100.0,False
CUST02840,1,1,0,1241.83,1241.83,100.0,False
CUST02981,1,1,0,1004.57,1004.57,100.0,False
CUST03008,1,1,0,1585.48,1585.48,100.0,False
CUST03084,1,1,0,2244.09,2244.09,100.0,False
CUST03304,1,1,0,906.38,906.38,100.0,False
CUST03599,1,1,0,452.98,452.98,100.0,False
CUST03602,1,1,0,3368.12,3368.12,100.0,False
CUST03657,1,1,0,1257.88,1257.88,100.0,False
CUST03770,1,1,0,7979.28,7979.28,100.0,False
CUST03771,1,1,0,445.22,445.22,100.0,False
CUST03825,1,1,0,1980.32,1980.32,100.0,False
CUST03836,1,1,0,1871.84,1871.84,100.0,False
CUST03903,1,1,0,2560.59,2560.59,100.0,False
CUST04056,1,1,0,1047.22,1047.22,100.0,False
CUST04245,1,1,0,4212.39,4212.39,100.0,False
CUST04297,1,1,0,2194.61,2194.61,100.0,False
CUST04435,1,1,0,715.36,715.36,100.0,False
CUST04614,1,1,0,843.93,843.93,100.0,False
CUST04713,1,1,0,1254.18,1254.18,100.0,False
CUST04764,1,1,0,4438.74,4438.74,100.0,False
CUST04832,1,1,0,3784.56,3784.56,100.0,False
CUST00121,2,1,1,7197.719999999999,4666.0,50.0,False
CUST00158,2,1,1,6287.620000000001,4263.72,50.0,False
CUST00203,2,1,1,1925.96,1024.26,50.0,False
CUST00219,2,1,1,6896.34,2654.16,50.0,False
CUST00299,2,1,1,5147.16,3220.08,50.0,False
CUST00322,2,1,1,2530.46,1249.58,50.0,False
CUST00360,2,1,1,7384.889999999999,5852.16,50.0,False
CUST00433,2,1,1,6744.16,2677.56,50.0,False
CUST00521,2,1,1,4153.27,780.94,50.0,False
CUST00535,2,1,1,2308.9700000000003,1358.49,50.0,False
CUST00713,2,1,1,3579.43,1689.87,50.0,False
CUST00792,2,1,1,5417.71,3222.1,50.0,False
CUST00815,2,1,1,5439.290000000001,873.77,50.0,False
CUST00875,2,1,1,3545.54,2320.26,50.0,False
CUST00878,2,1,1,1794.4299999999998,1096.11,50.0,False
CUST00910,2,1,1,2976.7,2545.62,50.0,False
CUST00917,2,1,0,5768.34,2921.46,50.0,False
CUST00923,2,1,1,4362.41,658.16,50.0,False
CUST00965,2,1,1,5823.38,4367.16,50.0,False
CUST00973,2,1,1,4073.7,2204.44,50.0,False
CUST01040,2,1,1,2631.14,432.16,50.0,False
CUST01052,2,1,1,2957.33,1588.54,50.0,False
CUST01080,2,1,1,6276.799999999999,3680.58,50.0,False
CUST01142,2,1,1,3739.46,1859.7,50.0,False
CUST01164,2,1,1,11269.380000000001,6177.3,50.0,False
CUST01258,2,1,1,7678.9,4933.08,50.0,False
CUST01294,2,1,1,1294.8400000000001,399.98,50.0,False
CUST01299,2,1,1,5333.41,2459.5,50.0,False
CUST01300,2,1,1,4364.21,3081.99,50.0,False
CUST01354,2,1,1,1988.37,876.67,50.0,False
CUST01405,2,1,1,1901.17,1019.24,50.0,False
CUST01420,2,1,1,4854.07,2426.01,50.0,False
CUST01429,2,1,1,4472.72,1375.64,50.0,False
CUST01515,2,1,1,6685.39,1768.84,50.0,False
CUST01546,2,1,1,3022.7999999999997,2639.6,50.0,False
CUST01565,2,1,1,1797.5,838.02,50.0,False
CUST01749,2,1,1,1995.67,898.17,50.0,False
CUST01766,2,1,1,3892.92,3278.48,50.0,False
CUST01776,2,1,1,5141.01,853.96,50.0,False
CUST01863,2,1,1,1254.96,812.38,50.0,False
CUST01876,2,1,0,3263.02,1111.21,50.0,False
CUST01882,2,1,1,9492.720000000001,4246.92,50.0,False
CUST02062,2,1,1,5766.58,4206.42,50.0,False
CUST02084,2,1,1,5190.92,1398.32,50.0,False
CUST02124,2,1,1,6950.82,1295.42,50.0,False
CUST02130,2,1,1,7931.889999999999,5499.04,50.0,False
CUST02152,2,1,1,4317.62,1304.18,50.0,False
CUST02173,2,1,1,4347.5599999999995,1358.1,50.0,False
CUST02174,2,1,1,1910.79,1261.8,50.0,False
CUST02204,2,1,1,4077.8,917.32,50.0,False
CUST02279,2,1,1,2278.6,1310.94,50.0,False
CUST02335,2,1,1,1679.6200000000001,464.66,50.0,False
CUST02338,2,1,1,7029.4400000000005,2969.88,50.0,False
CUST02363,2,1,1,3525.31,1172.77,50.0,False
CUST02413,2,1,1,3056.1800000000003,723.38,50.0,False
CUST02452,2,1,1,5109.21,3935.4,50.0,False
CUST02476,2,1,1,3522.5299999999997,2408.16,50.0,False
CUST02487,2,1,1,3179.5699999999997,1081.28,50.0,False
CUST02515,2,1,0,6300.0599999999995,1159.86,50.0,False
CUST02531,2,1,1,12991.02,7129.12,50.0,False
CUST02587,2,1,1,2029.33,1373.16,50.0,False
CUST02589,2,1,1,7154.38,6200.64,50.0,False
CUST02593,2,1,1,2694.38,761.27,50.0,False
CUST02618,2,1,1,4711.360000000001,4290.76,50.0,False
CUST02632,2,1,1,2539.1,1009.43,50.0,False
CUST02638,2,1,1,4308.26,2480.84,50.0,False
CUST02703,2,1,1,2472.3900000000003,1732.92,50.0,False
CUST02754,2,1,1,1356.48,399.44,50.0,False
CUST02838,2,1,1,2190.5299999999997,1515.98,50.0,False
CUST02865,2,1,0,6540.11,4534.48,50.0,False
CUST02885,2,1,1,6310.679999999999,1454.32,50.0,False
CUST03050,2,1,1,6770.56,1757.92,50.0,False
CUST03053,2,1,1,2637.8599999999997,976.77,50.0,False
CUST03099,2,1,1,2237.64,392.91,50.0,False
CUST03166,2,1,0,3570.0699999999997,1386.95,50.0,False
CUST03203,2,1,1,7832.89,416.09,50.0,False
CUST03270,2,1,1,3725.94,3257.92,50.0,False
CUST03308,2,1,1,4329.64,2465.4,50.0,False
CUST03317,2,1,1,6670.58,5659.84,50.0,False
CUST03342,2,1,1,9745.85,5350.77,50.0,False
CUST03419,2,1,1,2027.81,816.38,50.0,False
CUST03421,2,1,1,5818.0599999999995,2552.68,50.0,False
CUST03456,2,1,1,1339.25,368.99,50.0,False
CUST03524,2,1,1,4294.46,883.7,50.0,False
CUST03546,2,1,0,1097.47,404.43,50.0,False
CUST03565,2,1,1,2969.05,786.79,50.0,False
CUST03570,2,1,0,3370.43,2401.66,50.0,False
CUST03700,2,1,1,6560.96,1420.88,50.0,False
CUST03745,2,1,1,3982.55,1461.71,50.0,False
CUST03777,2,1,1,6827.929999999999,605.53,50.0,False
CUST03786,2,1,1,4350.21,3938.6,50.0,False
CUST03807,2,1,1,6861.5199999999995,4869.48,50.0,False
CUST03833,2,1,0,1188.76,364.61,50.0,False
CUST03863,2,1,1,3067.1899999999996,2196.18,50.0,False
CUST03899,2,1,1,2247.96,1281.16,50.0,False
CUST03901,2,1,1,2449.3100000000004,1239.88,50.0,False
CUST03909,2,1,1,3739.0499999999997,671.89,50.0,False
CUST03947,2,1,1,9109.87,7533.84,50.0,False
CUST03993,2,1,1,4863.860000000001,1205.9,50.0,False
CUST04057,2,1,1,6774.860000000001,5915.72,50.0,False
CUST04091,2,1,1,6899.34,5447.84,50.0,False
CUST04113,2,1,1,4758.23,3166.71,50.0,False
CUST04195,2,1,1,4956.9,3416.88,50.0,False
CUST04230,2,1,1,2456.44,518.51,50.0,False
CUST04231,2,1,1,2125.1800000000003,803.96,50.0,False
CUST04351,2,1,1,2586.37,1983.06,50.0,False
CUST04426,2,1,1,2243.76,1838.98,50.0,False
CUST04456,2,1,1,2133.62,955.28,50.0,False
CUST04460,2,1,1,5938.52,4773.8,50.0,False
CUST04493,2,1,1,5976.030000000001,3859.77,50.0,False
CUST04555,2,1,1,9885.95,2976.75,50.0,False
CUST04567,2,1,1,2758.96,1128.48,50.0,False
CUST04570,2,1,1,3239.66,2428.24,50.0,False
CUST04607,2,1,1,3664.02,1120.06,50.0,False
CUST04612,2,1,1,1293.24,396.08,50.0,False
CUST04617,2,1,1,2784.68,882.38,50.0,False
CUST04618,2,1,1,8288.68,5822.36,50.0,False
CUST04636,2,1,1,1750.9099999999999,1315.86,50.0,False
CUST04649,2,1,1,4326.32,771.32,50.0,False
CUST04693,2,1,1,1309.91,953.0,50.0,False
CUST04698,2,1,1,4402.19,1342.55,50.0,False
CUST04714,2,1,1,4453.1,1685.82,50.0,False
CUST04742,2,1,1,1211.88,368.92,50.0,False
CUST04756,2,1,1,4723.99,3928.86,50.0,False
CUST04766,2,1,1,3428.55,1550.82,50.0,False
CUST04771,2,1,1,8994.52,2633.88,50.0,False
CUST04775,2,1,1,8045.32,4906.98,50.0,False
CUST04783,2,1,1,2188.9,962.2,50.0,False
CUST04827,2,1,0,8736.78,4359.6,50.0,False
CUST04888,2,1,1,4197.79,3214.41,50.0,False
CUST04949,2,1,1,2961.62,1709.6,50.0,False
CUST04994,2,1,1,3478.09,2206.8,50.0,False
CUST04998,2,1,1,6235.75,429.04,50.0,False
CUST02197,9,4,5,15913.39,9143.25,44.44444444444444,False
CUST02303,9,4,5,13343.64,6288.35,44.44444444444444,False
CUST02588,9,4,5,15673.7,5642.62,44.44444444444444,False
CUST03710,9,4,5,23715.5,11686.3,44.44444444444444,False
CUST04433,9,4,5,20997.31,3904.08,44.44444444444444,False
CUST00058,7,3,4,13631.300000000001,2939.51,42.857142857142854,False
CUST00780,7,3,4,16205.619999999999,8047.77,42.857142857142854,False
CUST02047,7,3,4,20972.26,9266.89,42.857142857142854,False
CUST03533,7,3,4,20229.93,11043.55,42.857142857142854,False
CUST03822,7,3,4,13103.13,4454.59,42.857142857142854,False
CUST03893,7,3,4,16055.980000000001,3998.9300000000003,42.857142857142854,False
CUST04030,7,3,3,19434.53,5843.71,42.857142857142854,False
CUST04160,7,3,4,18384.66,10240.03,42.857142857142854,False
CUST04307,7,3,4,24018.53,15111.78,42.857142857142854,False
CUST04401,7,3,3,7816.46,3615.2699999999995,42.857142857142854,False
CUST04510,7,3,3,18616.260000000002,4807.969999999999,42.857142857142854,False
CUST04537,7,3,4,22243.879999999997,11251.08,42.857142857142854,False
CUST04727,7,3,4,16519.88,9108.77,42.857142857142854,False
CUST04948,7,3,4,17323.38,9014.97,42.857142857142854,False
CUST00005,5,2,3,10050.51,5480.719999999999,40.0,False
CUST00286,5,2,3,12295.94,7593.24,40.0,False
CUST00402,5,2,3,5326.57,1860.65,40.0,False
CUST00454,5,2,3,16020.699999999999,2605.6,40.0,False
CUST00458,5,2,2,7914.49,2754.92,40.0,False
CUST00467,5,2,3,15245.84,8250.84,40.0,False
CUST00514,5,2,2,15732.59,5489.01,40.0,False
CUST00564,5,2,3,9495.42,4854.61,40.0,False
CUST00673,5,2,3,14807.26,9088.05,40.0,False
CUST00688,5,2,2,13109.67,2281.6099999999997,40.0,False
CUST00747,5,2,3,7914.88,1213.19,40.0,False
CUST00770,5,2,3,20023.63,5453.07,40.0,False
CUST00855,5,2,3,7266.34,2559.5,40.0,False
CUST01026,5,2,3,11801.69,4612.3,40.0,False
CUST01060,5,2,3,5184.58,2145.54,40.0,False
CUST01070,5,2,1,14143.34,9992.49,40.0,False
CUST01073,5,2,3,14235.88,8153.719999999999,40.0,False
CUST01090,5,2,3,5736.47,2056.22,40.0,False
CUST01128,5,2,3,10801.5,3667.77,40.0,False
CUST01304,5,2,2,10931.939999999999,4741.29,40.0,False
CUST01355,5,2,3,13901.86,8251.59,40.0,False
CUST01452,5,2,3,11837.03,6114.13,40.0,False
CUST01478,5,2,3,8321.87,3120.62,40.0,False
CUST01705,5,2,3,8404.3,4228.84,40.0,False
CUST01718,5,2,3,8437.45,2544.94,40.0,False
CUST01843,5,2,3,19910.690000000002,5816.43,40.0,False
CUST01844,5,2,3,8828.0,4111.29,40.0,False
CUST01887,5,2,3,10273.880000000001,3994.14,40.0,False
CUST01894,5,2,3,13363.44,1920.58,40.0,False
CUST01920,5,2,3,7803.79,1526.96,40.0,False
CUST01941,5,2,2,9529.87,2468.69,40.0,False
CUST01952,5,2,3,8270.06,3976.7000000000003,40.0,False
CUST01955,5,2,3,8152.17,2314.52,40.0,False
CUST02015,5,2,3,14293.21,2917.25,40.0,False
CUST02115,5,2,3,18207.010000000002,3644.18,40.0,False
CUST02127,5,2,3,10495.8,4521.22,40.0,False
CUST02137,5,2,3,5527.57,1690.55,40.0,False
CUST02172,5,2,3,5556.5,1478.37,40.0,False
CUST02183,5,2,3,8874.65,2757.86,40.0,False
CUST02309,5,2,3,15660.88,6122.07,40.0,False
CUST02399,5,2,3,6575.38,2445.5699999999997,40.0,False
CUST02435,5,2,3,10665.63,2225.83,40.0,False
CUST02459,5,2,3,5984.66,2223.42,40.0,False
CUST02465,5,2,3,14928.62,6730.950000000001,40.0,False
CUST02554,5,2,3,14812.95,2372.01,40.0,False
CUST02631,5,2,2,8248.68,2025.3000000000002,40.0,False
CUST02786,5,2,3,11647.85,6353.05,40.0,False
CUST02807,5,2,2,10321.279999999999,5482.67,40.0,False
CUST03013,5,2,3,15035.93,7398.34,40.0,False
CUST03092,5,2,3,11892.68,4706.11,40.0,False
CUST03160,5,2,3,12169.58,5311.5,40.0,False
CUST03234,5,2,3,13257.76,9794.63,40.0,False
CUST03301,5,2,3,17080.739999999998,2145.21,40.0,False
CUST03339,5,2,3,8032.78,2844.11,40.0,False
CUST03363,5,2,3,14628.34,8965.79,40.0,False
CUST03569,5,2,2,11062.57,6978.32,40.0,False
CUST03646,5,2,3,11993.199999999999,9030.279999999999,40.0,False
CUST03655,5,2,3,11767.15,8223.25,40.0,False
CUST03663,5,2,3,11798.0,8487.93,40.0,False
CUST03676,5,2,3,15045.62,4980.4,40.0,False
CUST03752,5,2,3,15847.32,2877.12,40.0,False
CUST03784,5,2,3,7077.400000000001,4425.76,40.0,False
CUST03800,5,2,3,7893.59,1274.5,40.0,False
CUST03828,5,2,2,10898.13,2834.83,40.0,False
CUST03894,5,2,3,14669.81,9103.8,40.0,False
CUST03924,5,2,3,10214.439999999999,4299.67,40.0,False
CUST03971,5,2,2,9830.619999999999,1236.8400000000001,40.0,False
CUST04022,5,2,2,15871.03,3086.79,40.0,False
CUST04162,5,2,3,6517.96,3335.7,40.0,False
CUST04429,5,2,2,6989.72,1118.58,40.0,False
CUST04518,5,2,3,9676.63,1536.3500000000001,40.0,False
